Run	biospecimen_repository	DATASTORE filetype	body_site	Bytes	study_name	DATASTORE provider	analyte_type	Assay Type	SRA Study	BioProject	BioSample	LibraryLayout	LibrarySelection	Center Name
SRR1797017	NCI_TARGET	run.zq,sra,fastq	Primary Solid Tumor	10066195537	TARGET: Kidney\, Wilms Tumor (WT)	ncbi,s3,gs	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724691	PAIRED	cDNA	BCCAGSC
SRR1797018	NCI_TARGET	run.zq,fastq,sra	Primary Solid Tumor	9747284179	TARGET: Kidney\, Wilms Tumor (WT)	gs,ncbi,s3	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724467	PAIRED	cDNA	BCCAGSC
SRR1797019	NCI_TARGET	run.zq,fastq,sra	Primary Solid Tumor	12400715123	TARGET: Kidney\, Wilms Tumor (WT)	s3,gs,ncbi	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724704	PAIRED	cDNA	BCCAGSC
SRR1797020	NCI_TARGET	sra,run.zq,fastq	Primary Solid Tumor	9659063257	TARGET: Kidney\, Wilms Tumor (WT)	gs,s3,ncbi	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724615	PAIRED	cDNA	BCCAGSC
SRR1797021	NCI_TARGET	run.zq,fastq,sra	Primary Solid Tumor	8462002046	TARGET: Kidney\, Wilms Tumor (WT)	s3,ncbi,gs	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724599	PAIRED	cDNA	BCCAGSC
SRR1797023	NCI_TARGET	sra,fastq,run.zq	Primary Solid Tumor	6815440699	TARGET: Kidney\, Wilms Tumor (WT)	gs,ncbi,s3	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724459	PAIRED	cDNA	BCCAGSC
SRR1797025	NCI_TARGET	fastq,sra,run.zq	Primary Solid Tumor	10239343389	TARGET: Kidney\, Wilms Tumor (WT)	s3,gs,ncbi	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724692	PAIRED	cDNA	BCCAGSC
SRR1797027	NCI_TARGET	sra,fastq,run.zq	Blood Derived Normal	10117774388	TARGET: Kidney\, Wilms Tumor (WT)	s3,gs,ncbi	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02443668	PAIRED	cDNA	BCCAGSC
SRR1797028	NCI_TARGET	fastq,sra,run.zq	Primary Solid Tumor	6724578259	TARGET: Kidney\, Wilms Tumor (WT)	ncbi,s3,gs	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724610	PAIRED	cDNA	BCCAGSC
SRR1797029	NCI_TARGET	run.zq,sra,fastq	Metastatic	12048551085	TARGET: Kidney\, Wilms Tumor (WT)	gs,ncbi,s3	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724660	PAIRED	cDNA	BCCAGSC
SRR1797030	NCI_TARGET	run.zq,sra,fastq	Primary Solid Tumor	11230047361	TARGET: Kidney\, Wilms Tumor (WT)	s3,gs,ncbi	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724452	PAIRED	cDNA	BCCAGSC
SRR1797031	NCI_TARGET	sra,run.zq,fastq	Primary Solid Tumor	9208124457	TARGET: Kidney\, Wilms Tumor (WT)	ncbi,s3,gs	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724454	PAIRED	cDNA	BCCAGSC
SRR1797032	NCI_TARGET	run.zq,sra,fastq	Primary Solid Tumor	7748684791	TARGET: Kidney\, Wilms Tumor (WT)	gs,ncbi,s3	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724535	PAIRED	cDNA	BCCAGSC
SRR1797033	NCI_TARGET	sra,run.zq,fastq	Primary Solid Tumor	9361894788	TARGET: Kidney\, Wilms Tumor (WT)	gs,s3,ncbi	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724698	PAIRED	cDNA	BCCAGSC
SRR1797034	NCI_TARGET	fastq,run.zq,sra	Primary Solid Tumor	8477114087	TARGET: Kidney\, Wilms Tumor (WT)	ncbi,s3,gs	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724662	PAIRED	cDNA	BCCAGSC
SRR1797035	NCI_TARGET	fastq,run.zq,sra	Primary Solid Tumor	8819045862	TARGET: Kidney\, Wilms Tumor (WT)	ncbi,s3,gs	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724450	PAIRED	cDNA	BCCAGSC
SRR1797036	NCI_TARGET	run.zq,sra,fastq	Primary Solid Tumor	9361442220	TARGET: Kidney\, Wilms Tumor (WT)	gs,s3,ncbi	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724542	PAIRED	cDNA	BCCAGSC
SRR1797037	NCI_TARGET	sra,run.zq,fastq	Primary Solid Tumor	9363043510	TARGET: Kidney\, Wilms Tumor (WT)	ncbi,s3,gs	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724696	PAIRED	cDNA	BCCAGSC
SRR1797038	NCI_TARGET	run.zq,sra,fastq	Primary Solid Tumor	9105512486	TARGET: Kidney\, Wilms Tumor (WT)	s3,gs,ncbi	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724602	PAIRED	cDNA	BCCAGSC
SRR1797040	NCI_TARGET	run.zq,fastq,sra	Primary Solid Tumor	9649132511	TARGET: Kidney\, Wilms Tumor (WT)	ncbi,gs,s3	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724661	PAIRED	cDNA	BCCAGSC
SRR1797041	NCI_TARGET	fastq,run.zq,sra	Primary Solid Tumor	13398382013	TARGET: Kidney\, Wilms Tumor (WT)	gs,ncbi,s3	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724483	PAIRED	cDNA	BCCAGSC
SRR1797042	NCI_TARGET	sra,run.zq,fastq	Primary Solid Tumor	11448444037	TARGET: Kidney\, Wilms Tumor (WT)	gs,ncbi,s3	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724678	PAIRED	cDNA	BCCAGSC
SRR1797043	NCI_TARGET	fastq,run.zq,sra	Primary Solid Tumor	9306387395	TARGET: Kidney\, Wilms Tumor (WT)	gs,s3,ncbi	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724639	PAIRED	cDNA	BCCAGSC
SRR1797044	NCI_TARGET	sra,run.zq,fastq	Primary Solid Tumor	11978118512	TARGET: Kidney\, Wilms Tumor (WT)	ncbi,s3,gs	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724652	PAIRED	cDNA	BCCAGSC
SRR1797045	NCI_TARGET	fastq,run.zq,sra	Primary Solid Tumor	8356782978	TARGET: Kidney\, Wilms Tumor (WT)	ncbi,s3,gs	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724501	PAIRED	cDNA	BCCAGSC
SRR1797046	NCI_TARGET	run.zq,fastq,sra	Primary Solid Tumor	10628447192	TARGET: Kidney\, Wilms Tumor (WT)	gs,s3,ncbi	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724703	PAIRED	cDNA	BCCAGSC
SRR1797048	NCI_TARGET	fastq,run.zq,sra	Primary Solid Tumor	10163265836	TARGET: Kidney\, Wilms Tumor (WT)	ncbi,s3,gs	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724453	PAIRED	cDNA	BCCAGSC
SRR1797049	NCI_TARGET	sra,fastq,run.zq	Primary Solid Tumor	9468594794	TARGET: Kidney\, Wilms Tumor (WT)	s3,gs,ncbi	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724649	PAIRED	cDNA	BCCAGSC
SRR1797050	NCI_TARGET	fastq,sra,run.zq	Primary Solid Tumor	9017534664	TARGET: Kidney\, Wilms Tumor (WT)	gs,s3,ncbi	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724436	PAIRED	cDNA	BCCAGSC
SRR1797051	NCI_TARGET	fastq,sra,run.zq	Primary Solid Tumor	5651516732	TARGET: Kidney\, Wilms Tumor (WT)	ncbi,s3,gs	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724476	PAIRED	cDNA	BCCAGSC
SRR1797052	NCI_TARGET	run.zq,fastq,sra	Primary Solid Tumor	11644554792	TARGET: Kidney\, Wilms Tumor (WT)	s3,ncbi,gs	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724586	PAIRED	cDNA	BCCAGSC
SRR1797054	NCI_TARGET	run.zq,fastq,sra	Primary Solid Tumor	7373974725	TARGET: Kidney\, Wilms Tumor (WT)	gs,s3,ncbi	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724448	PAIRED	cDNA	BCCAGSC
SRR1797055	NCI_TARGET	fastq,run.zq,sra	Primary Solid Tumor	11700770190	TARGET: Kidney\, Wilms Tumor (WT)	ncbi,gs,s3	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724539	PAIRED	cDNA	BCCAGSC
SRR1797056	NCI_TARGET	fastq,run.zq,sra	Primary Solid Tumor	9022018423	TARGET: Kidney\, Wilms Tumor (WT)	gs,s3,ncbi	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724616	PAIRED	cDNA	BCCAGSC
SRR1797057	NCI_TARGET	fastq,sra,run.zq	Primary Solid Tumor	9409133883	TARGET: Kidney\, Wilms Tumor (WT)	gs,ncbi,s3	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724564	PAIRED	cDNA	BCCAGSC
SRR1797058	NCI_TARGET	fastq,sra,run.zq	Primary Solid Tumor	12069357776	TARGET: Kidney\, Wilms Tumor (WT)	ncbi,gs,s3	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724574	PAIRED	cDNA	BCCAGSC
SRR1797059	NCI_TARGET	run.zq,fastq,sra	Primary Solid Tumor	8007458579	TARGET: Kidney\, Wilms Tumor (WT)	ncbi,s3,gs	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724706	PAIRED	cDNA	BCCAGSC
SRR1797060	NCI_TARGET	sra,fastq,run.zq	Primary Solid Tumor	9710475491	TARGET: Kidney\, Wilms Tumor (WT)	gs,ncbi,s3	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724657	PAIRED	cDNA	BCCAGSC
SRR1797061	NCI_TARGET	sra,fastq,run.zq	Primary Solid Tumor	6624503759	TARGET: Kidney\, Wilms Tumor (WT)	ncbi,gs,s3	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724632	PAIRED	cDNA	BCCAGSC
SRR1797062	NCI_TARGET	fastq,sra,run.zq	Primary Solid Tumor	7700921707	TARGET: Kidney\, Wilms Tumor (WT)	gs,s3,ncbi	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724530	PAIRED	cDNA	BCCAGSC
SRR1797063	NCI_TARGET	sra,fastq,run.zq	Primary Blood Derived Cancer - Bone Marrow	6784990772	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	s3,gs,ncbi	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02386026	PAIRED	cDNA	BCCAGSC
SRR1797064	NCI_TARGET	fastq,sra,run.zq	Primary Blood Derived Cancer - Peripheral Blood	10257085590	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	gs,ncbi,s3	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02724355	PAIRED	cDNA	BCCAGSC
SRR1797065	NCI_TARGET	run.zq,fastq,sra	Primary Blood Derived Cancer - Peripheral Blood	7873828172	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	s3,gs,ncbi	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02722872	PAIRED	cDNA	BCCAGSC
SRR1797067	NCI_TARGET	sra,fastq,run.zq	Primary Blood Derived Cancer - Bone Marrow	8102896405	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	gs,ncbi,s3	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02723554	PAIRED	cDNA	BCCAGSC
SRR1797068	NCI_TARGET	fastq,run.zq,sra	Recurrent Blood Derived Cancer - Bone Marrow	12679474067	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	s3,gs,ncbi	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02386114	PAIRED	cDNA	BCCAGSC
SRR1797069	NCI_TARGET	sra,fastq,run.zq	Primary Blood Derived Cancer - Peripheral Blood	9652499162	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	ncbi,s3,gs	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02723798	PAIRED	cDNA	BCCAGSC
SRR1797070	NCI_TARGET	sra,fastq,run.zq	Recurrent Blood Derived Cancer - Bone Marrow	11078732848	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	s3,gs,ncbi	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02723751	PAIRED	cDNA	BCCAGSC
SRR1797075	NCI_TARGET	sra,fastq,run.zq	Recurrent Blood Derived Cancer - Bone Marrow	10550664217	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	ncbi,s3,gs	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02385821	PAIRED	cDNA	BCCAGSC
SRR1797076	NCI_TARGET	run.zq,sra,fastq	Primary Blood Derived Cancer - Bone Marrow	5600419185	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	ncbi,gs,s3	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02386145	PAIRED	cDNA	BCCAGSC
SRR1797077	NCI_TARGET	run.zq,fastq,sra	Primary Blood Derived Cancer - Bone Marrow	10084023041	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	s3,ncbi,gs	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02385924	PAIRED	cDNA	BCCAGSC
SRR1797088	NCI_TARGET	sra,fastq,run.zq	Primary Blood Derived Cancer - Bone Marrow	9023177647	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	gs,ncbi,s3	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02385867	PAIRED	cDNA	BCCAGSC
SRR1797090	NCI_TARGET	sra,fastq,run.zq	Primary Blood Derived Cancer - Bone Marrow	10136102732	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	s3,ncbi,gs	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02385806	PAIRED	cDNA	BCCAGSC
SRR1797091	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Bone Marrow	9730043846	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	s3,ncbi,gs	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02386043	PAIRED	cDNA	BCCAGSC
SRR1797098	NCI_TARGET	fastq,sra,run.zq	Primary Blood Derived Cancer - Bone Marrow	7897898915	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	gs,ncbi,s3	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02386035	PAIRED	cDNA	BCCAGSC
SRR1797099	NCI_TARGET	run.zq,sra,fastq	Recurrent Blood Derived Cancer - Bone Marrow	7750945683	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	s3,gs,ncbi	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02386103	PAIRED	cDNA	BCCAGSC
SRR1797100	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Bone Marrow	13269178268	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	s3,ncbi,gs	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN03178163	PAIRED	cDNA	BCCAGSC
SRR1797101	NCI_TARGET	fastq,sra,run.zq	Recurrent Blood Derived Cancer - Bone Marrow	7679054895	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	gs,s3,ncbi	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02385853	PAIRED	cDNA	BCCAGSC
SRR1797102	NCI_TARGET	fastq,sra,run.zq	Recurrent Blood Derived Cancer - Bone Marrow	11373143625	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	s3,gs,ncbi	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02385845	PAIRED	cDNA	BCCAGSC
SRR1797103	NCI_TARGET	fastq,sra,run.zq	Recurrent Blood Derived Cancer - Bone Marrow	11453923380	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	s3,gs,ncbi	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02385753	PAIRED	cDNA	BCCAGSC
SRR1797118	NCI_TARGET	run.zq,sra,fastq	Primary Blood Derived Cancer - Bone Marrow	14997162649	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	gs,ncbi,s3	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02385937	PAIRED	cDNA	BCCAGSC
SRR1797119	NCI_TARGET	fastq,run.zq,sra	Recurrent Blood Derived Cancer - Bone Marrow	13210689814	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	gs,s3,ncbi	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02385864	PAIRED	cDNA	BCCAGSC
SRR1797120	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Bone Marrow	8081294286	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	gs,ncbi,s3	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02723947	PAIRED	cDNA	BCCAGSC
SRR1797121	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Bone Marrow	9426496745	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	s3,gs,ncbi	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02723859	PAIRED	cDNA	BCCAGSC
SRR1797123	NCI_TARGET	sra,run.zq,fastq	Recurrent Blood Derived Cancer - Bone Marrow	4228056039	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	ncbi,s3,gs	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02385901	PAIRED	cDNA	BCCAGSC
SRR1797124	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Bone Marrow	14066046749	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	ncbi,s3,gs	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02385953	PAIRED	cDNA	BCCAGSC
SRR1797125	NCI_TARGET	sra,fastq,run.zq	Primary Blood Derived Cancer - Bone Marrow	11434088689	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	ncbi,gs,s3	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02386039	PAIRED	cDNA	BCCAGSC
SRR1797126	NCI_TARGET	run.zq,fastq,sra	Recurrent Blood Derived Cancer - Bone Marrow	11497705904	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	s3,ncbi,gs	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02385827	PAIRED	cDNA	BCCAGSC
SRR1797127	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Bone Marrow	9619938214	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	s3,ncbi,gs	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02386014	PAIRED	cDNA	BCCAGSC
SRR1797128	NCI_TARGET	sra,run.zq,fastq	Recurrent Blood Derived Cancer - Peripheral Blood	12562619244	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	ncbi,gs,s3	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02385903	PAIRED	cDNA	BCCAGSC
SRR1797129	NCI_TARGET	sra,run.zq,fastq	Primary Blood Derived Cancer - Bone Marrow	12299970486	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	ncbi,gs,s3	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02385876	PAIRED	cDNA	BCCAGSC
SRR1797130	NCI_TARGET	sra,fastq,run.zq	Primary Blood Derived Cancer - Bone Marrow	1628679613	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	s3,gs,ncbi	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02723986	PAIRED	cDNA	BCCAGSC
SRR1798958	NCI_TARGET	fastq,run.zq,sra	Blood Derived Cancer - Bone Marrow\, Post-treatment	9797117801	TARGET: Acute Myeloid Leukemia (AML)	ncbi,gs,s3	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778592	PAIRED	cDNA	BCCAGSC
SRR1798975	NCI_TARGET	run.zq,sra,fastq	Primary Blood Derived Cancer - Bone Marrow	8076028310	TARGET: Acute Myeloid Leukemia (AML)	gs,s3,ncbi	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778634	PAIRED	cDNA	BCCAGSC
SRR1798977	NCI_TARGET	sra,fastq,run.zq	Primary Blood Derived Cancer - Bone Marrow	12189078581	TARGET: Acute Myeloid Leukemia (AML)	gs,s3,ncbi	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778636	PAIRED	cDNA	BCCAGSC
SRR1798982	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Bone Marrow	11019989617	TARGET: Acute Myeloid Leukemia (AML)	gs,ncbi,s3	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778570	PAIRED	cDNA	BCCAGSC
SRR1798983	NCI_TARGET	fastq,run.zq,sra	Blood Derived Cancer - Bone Marrow\, Post-treatment	9883545974	TARGET: Acute Myeloid Leukemia (AML)	ncbi,s3,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778588	PAIRED	cDNA	BCCAGSC
SRR1798997	NCI_TARGET	sra,fastq,run.zq	Primary Blood Derived Cancer - Bone Marrow	11765205939	TARGET: Acute Myeloid Leukemia (AML)	gs,ncbi,s3	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778607	PAIRED	cDNA	BCCAGSC
SRR1799000	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Bone Marrow	11509107969	TARGET: Acute Myeloid Leukemia (AML)	gs,ncbi,s3	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778591	PAIRED	cDNA	BCCAGSC
SRR1799003	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Bone Marrow	8141076442	TARGET: Acute Myeloid Leukemia (AML)	gs,ncbi,s3	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778565	PAIRED	cDNA	BCCAGSC
SRR1799008	NCI_TARGET	run.zq,sra,fastq	Primary Blood Derived Cancer - Bone Marrow	5789241616	TARGET: Acute Myeloid Leukemia (AML)	ncbi,s3,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778656	PAIRED	cDNA	BCCAGSC
SRR1799012	NCI_TARGET	sra,run.zq,fastq	Blood Derived Cancer - Bone Marrow\, Post-treatment	8474331126	TARGET: Acute Myeloid Leukemia (AML)	s3,ncbi,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778635	PAIRED	cDNA	BCCAGSC
SRR1799018	NCI_TARGET	fastq,sra,run.zq	Primary Blood Derived Cancer - Bone Marrow	11206605709	TARGET: Acute Myeloid Leukemia (AML)	s3,ncbi,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778622	PAIRED	cDNA	BCCAGSC
SRR1799019	NCI_TARGET	sra,run.zq,fastq	Primary Blood Derived Cancer - Peripheral Blood	11167680398	TARGET: Acute Myeloid Leukemia (AML)	gs,ncbi,s3	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778616	PAIRED	cDNA	BCCAGSC
SRR1799020	NCI_TARGET	sra,fastq,run.zq	Primary Blood Derived Cancer - Bone Marrow	12796329422	TARGET: Acute Myeloid Leukemia (AML)	s3,gs,ncbi	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778646	PAIRED	cDNA	BCCAGSC
SRR1799021	NCI_TARGET	run.zq,sra,fastq	Primary Blood Derived Cancer - Bone Marrow	11439873261	TARGET: Acute Myeloid Leukemia (AML)	gs,ncbi,s3	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778539	PAIRED	cDNA	BCCAGSC
SRR1799022	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Peripheral Blood	10154488360	TARGET: Acute Myeloid Leukemia (AML)	s3,ncbi,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778633	PAIRED	cDNA	BCCAGSC
SRR1799023	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Bone Marrow	10164775023	TARGET: Acute Myeloid Leukemia (AML)	s3,ncbi,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778559	PAIRED	cDNA	BCCAGSC
SRR1790984	NCI_TARGET	sra,fastq,run.zq	Primary Blood Derived Cancer - Peripheral Blood	11342620492	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	s3,ncbi,gs	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02722912	PAIRED	cDNA	BCCAGSC
SRR1790985	NCI_TARGET	sra,run.zq,fastq	Primary Blood Derived Cancer - Bone Marrow	10482190202	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	s3,gs,ncbi	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02385995	PAIRED	cDNA	BCCAGSC
SRR1790986	NCI_TARGET	sra,fastq,run.zq	Primary Blood Derived Cancer - Peripheral Blood	8905815169	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	ncbi,gs,s3	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02385968	PAIRED	cDNA	BCCAGSC
SRR1790987	NCI_TARGET	run.zq,sra,fastq	Primary Blood Derived Cancer - Bone Marrow	6493398205	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	gs,s3,ncbi	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02385810	PAIRED	cDNA	BCCAGSC
SRR1790988	NCI_TARGET	run.zq,sra,fastq	Recurrent Blood Derived Cancer - Bone Marrow	16184128297	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	ncbi,gs,s3	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02385757	PAIRED	cDNA	BCCAGSC
SRR1790989	NCI_TARGET	run.zq,sra,fastq	Primary Blood Derived Cancer - Bone Marrow	3921618139	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	gs,s3,ncbi	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02724414	PAIRED	cDNA	BCCAGSC
SRR1790990	NCI_TARGET	sra,run.zq,fastq	Recurrent Blood Derived Cancer - Bone Marrow	10184522905	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	ncbi,s3,gs	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02385751	PAIRED	cDNA	BCCAGSC
SRR1790991	NCI_TARGET	run.zq,sra,fastq	Primary Blood Derived Cancer - Bone Marrow	13261191692	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	ncbi,s3,gs	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02386061	PAIRED	cDNA	BCCAGSC
SRR1790992	NCI_TARGET	run.zq,sra,fastq	Recurrent Blood Derived Cancer - Bone Marrow	14019977399	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	s3,gs,ncbi	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02724086	PAIRED	cDNA	BCCAGSC
