Run	biospecimen_repository	DATASTORE filetype	body_site	Bytes	study_name	DATASTORE provider	analyte_type	Assay Type	SRA Study	BioProject	BioSample	LibraryLayout	LibrarySelection	Center Name
SRR2083166	NCI_TARGET	sra,fastq,run.zq	Primary Blood Derived Cancer - Bone Marrow	12370658281	TARGET: Acute Myeloid Leukemia (AML)	s3,gs,ncbi	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778165	PAIRED	cDNA	BCCAGSC
SRR2083167	NCI_TARGET	sra,run.zq,fastq	Primary Blood Derived Cancer - Bone Marrow	12372025994	TARGET: Acute Myeloid Leukemia (AML)	ncbi,s3,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778117	PAIRED	cDNA	BCCAGSC
SRR2083168	NCI_TARGET	run.zq,sra,fastq	Primary Blood Derived Cancer - Bone Marrow	13118408194	TARGET: Acute Myeloid Leukemia (AML)	gs,s3,ncbi	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778020	PAIRED	cDNA	BCCAGSC
SRR2083169	NCI_TARGET	fastq,sra,run.zq	Primary Blood Derived Cancer - Bone Marrow	10061452648	TARGET: Acute Myeloid Leukemia (AML)	gs,ncbi,s3	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778021	PAIRED	cDNA	BCCAGSC
SRR2083170	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Bone Marrow	11770088527	TARGET: Acute Myeloid Leukemia (AML)	s3,ncbi,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778154	PAIRED	cDNA	BCCAGSC
SRR2083171	NCI_TARGET	run.zq,sra,fastq	Primary Blood Derived Cancer - Bone Marrow	10810713242	TARGET: Acute Myeloid Leukemia (AML)	s3,ncbi,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778244	PAIRED	cDNA	BCCAGSC
SRR2083172	NCI_TARGET	sra,fastq,run.zq	Primary Blood Derived Cancer - Bone Marrow	10247610680	TARGET: Acute Myeloid Leukemia (AML)	ncbi,s3,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778074	PAIRED	cDNA	BCCAGSC
SRR2083173	NCI_TARGET	sra,fastq,run.zq	Primary Blood Derived Cancer - Bone Marrow	12826362175	TARGET: Acute Myeloid Leukemia (AML)	ncbi,s3,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778305	PAIRED	cDNA	BCCAGSC
SRR2083174	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Bone Marrow	10628351231	TARGET: Acute Myeloid Leukemia (AML)	s3,ncbi,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778186	PAIRED	cDNA	BCCAGSC
SRR2083175	NCI_TARGET	run.zq,fastq,sra	Primary Blood Derived Cancer - Bone Marrow	9846211919	TARGET: Acute Myeloid Leukemia (AML)	ncbi,s3,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778307	PAIRED	cDNA	BCCAGSC
SRR2083176	NCI_TARGET	run.zq,fastq,sra	Primary Blood Derived Cancer - Bone Marrow	12187669927	TARGET: Acute Myeloid Leukemia (AML)	ncbi,s3,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778212	PAIRED	cDNA	BCCAGSC
SRR2083177	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Bone Marrow	9958228220	TARGET: Acute Myeloid Leukemia (AML)	ncbi,gs,s3	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778106	PAIRED	cDNA	BCCAGSC
SRR2083178	NCI_TARGET	run.zq,fastq,sra	Primary Blood Derived Cancer - Bone Marrow	10659907799	TARGET: Acute Myeloid Leukemia (AML)	ncbi,s3,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778198	PAIRED	cDNA	BCCAGSC
SRR2083179	NCI_TARGET	fastq,sra,run.zq	Primary Blood Derived Cancer - Bone Marrow	11855294319	TARGET: Acute Myeloid Leukemia (AML)	gs,s3,ncbi	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778262	PAIRED	cDNA	BCCAGSC
SRR2083180	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Bone Marrow	10101980114	TARGET: Acute Myeloid Leukemia (AML)	ncbi,gs,s3	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778135	PAIRED	cDNA	BCCAGSC
SRR2083181	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Bone Marrow	12479926939	TARGET: Acute Myeloid Leukemia (AML)	ncbi,s3,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778180	PAIRED	cDNA	BCCAGSC
SRR2083182	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Peripheral Blood	11383312818	TARGET: Acute Myeloid Leukemia (AML)	ncbi,gs,s3	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778144	PAIRED	cDNA	BCCAGSC
SRR2083183	NCI_TARGET	run.zq,sra,fastq	Primary Blood Derived Cancer - Bone Marrow	10449092972	TARGET: Acute Myeloid Leukemia (AML)	ncbi,gs,s3	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778025	PAIRED	cDNA	BCCAGSC
SRR2083184	NCI_TARGET	run.zq,fastq,sra	Primary Blood Derived Cancer - Bone Marrow	10239858064	TARGET: Acute Myeloid Leukemia (AML)	gs,s3,ncbi	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778287	PAIRED	cDNA	BCCAGSC
SRR2083185	NCI_TARGET	run.zq,fastq,sra	Primary Blood Derived Cancer - Peripheral Blood	11145779531	TARGET: Acute Myeloid Leukemia (AML)	s3,gs,ncbi	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778118	PAIRED	cDNA	BCCAGSC
SRR2083186	NCI_TARGET	run.zq,sra,fastq	Primary Blood Derived Cancer - Bone Marrow	10074341980	TARGET: Acute Myeloid Leukemia (AML)	gs,s3,ncbi	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778018	PAIRED	cDNA	BCCAGSC
SRR2083187	NCI_TARGET	sra,fastq,run.zq	Primary Blood Derived Cancer - Bone Marrow	13115039004	TARGET: Acute Myeloid Leukemia (AML)	ncbi,s3,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778096	PAIRED	cDNA	BCCAGSC
SRR2083188	NCI_TARGET	sra,fastq,run.zq	Primary Blood Derived Cancer - Bone Marrow	8897156218	TARGET: Acute Myeloid Leukemia (AML)	s3,ncbi,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778164	PAIRED	cDNA	BCCAGSC
SRR2083189	NCI_TARGET	fastq,sra,run.zq	Primary Blood Derived Cancer - Bone Marrow	10670306269	TARGET: Acute Myeloid Leukemia (AML)	gs,s3,ncbi	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778015	PAIRED	cDNA	BCCAGSC
SRR2083190	NCI_TARGET	fastq,sra,run.zq	Primary Blood Derived Cancer - Bone Marrow	13468004265	TARGET: Acute Myeloid Leukemia (AML)	ncbi,gs,s3	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778216	PAIRED	cDNA	BCCAGSC
SRR2083191	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Bone Marrow	10629641929	TARGET: Acute Myeloid Leukemia (AML)	s3,ncbi,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778265	PAIRED	cDNA	BCCAGSC
SRR2083192	NCI_TARGET	run.zq,sra,fastq	Primary Blood Derived Cancer - Bone Marrow	11146369672	TARGET: Acute Myeloid Leukemia (AML)	gs,s3,ncbi	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778279	PAIRED	cDNA	BCCAGSC
SRR2083193	NCI_TARGET	fastq,sra,run.zq	Primary Blood Derived Cancer - Bone Marrow	13492144103	TARGET: Acute Myeloid Leukemia (AML)	ncbi,gs,s3	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778055	PAIRED	cDNA	BCCAGSC
SRR2083194	NCI_TARGET	run.zq,sra,fastq	Primary Blood Derived Cancer - Peripheral Blood	10689722791	TARGET: Acute Myeloid Leukemia (AML)	ncbi,gs,s3	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778088	PAIRED	cDNA	BCCAGSC
SRR2083195	NCI_TARGET	fastq,sra,run.zq	Primary Blood Derived Cancer - Bone Marrow	10858241576	TARGET: Acute Myeloid Leukemia (AML)	ncbi,gs,s3	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778078	PAIRED	cDNA	BCCAGSC
SRR2083196	NCI_TARGET	sra,run.zq,fastq	Primary Blood Derived Cancer - Bone Marrow	13800812704	TARGET: Acute Myeloid Leukemia (AML)	s3,gs,ncbi	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778007	PAIRED	cDNA	BCCAGSC
SRR2083197	NCI_TARGET	fastq,sra,run.zq	Primary Blood Derived Cancer - Bone Marrow	12487614207	TARGET: Acute Myeloid Leukemia (AML)	gs,ncbi,s3	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778157	PAIRED	cDNA	BCCAGSC
SRR2083198	NCI_TARGET	sra,fastq,run.zq	Primary Blood Derived Cancer - Bone Marrow	10977200639	TARGET: Acute Myeloid Leukemia (AML)	gs,s3,ncbi	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778208	PAIRED	cDNA	BCCAGSC
SRR2083199	NCI_TARGET	run.zq,sra,fastq	Primary Blood Derived Cancer - Bone Marrow	10411539695	TARGET: Acute Myeloid Leukemia (AML)	s3,ncbi,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778320	PAIRED	cDNA	BCCAGSC
SRR2083200	NCI_TARGET	sra,fastq,run.zq	Primary Blood Derived Cancer - Bone Marrow	13299244305	TARGET: Acute Myeloid Leukemia (AML)	s3,ncbi,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778105	PAIRED	cDNA	BCCAGSC
SRR2083201	NCI_TARGET	sra,fastq,run.zq	Primary Blood Derived Cancer - Bone Marrow	12785021239	TARGET: Acute Myeloid Leukemia (AML)	s3,ncbi,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778067	PAIRED	cDNA	BCCAGSC
SRR2083202	NCI_TARGET	run.zq,fastq,sra	Primary Blood Derived Cancer - Bone Marrow	11869079634	TARGET: Acute Myeloid Leukemia (AML)	s3,gs,ncbi	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778116	PAIRED	cDNA	BCCAGSC
SRR2083203	NCI_TARGET	fastq,sra,run.zq	Primary Blood Derived Cancer - Bone Marrow	10705726291	TARGET: Acute Myeloid Leukemia (AML)	ncbi,s3,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778225	PAIRED	cDNA	BCCAGSC
SRR1712453	NCI_TARGET	fastq,run.zq,sra	Primary Solid Tumor	14189709182	TARGET: Kidney\, Clear Cell Sarcoma of the Kidney (CCSK)	gs,ncbi,s3	RNA	RNA-Seq	SRP012001	PRJNA89537	SAMN02386336	PAIRED	other	NCI-KHAN
SRR1712454	NCI_TARGET	fastq,run.zq,sra	Primary Solid Tumor	14374539851	TARGET: Kidney\, Clear Cell Sarcoma of the Kidney (CCSK)	gs,ncbi,s3	RNA	RNA-Seq	SRP012001	PRJNA89537	SAMN02386344	PAIRED	other	NCI-KHAN
SRR1712455	NCI_TARGET	fastq,run.zq,sra	Primary Solid Tumor	13572216141	TARGET: Kidney\, Clear Cell Sarcoma of the Kidney (CCSK)	gs,ncbi,s3	RNA	RNA-Seq	SRP012001	PRJNA89537	SAMN02386339	PAIRED	other	NCI-KHAN
SRR1712456	NCI_TARGET	fastq,run.zq,sra	Primary Solid Tumor	13099885888	TARGET: Kidney\, Clear Cell Sarcoma of the Kidney (CCSK)	gs,ncbi,s3	RNA	RNA-Seq	SRP012001	PRJNA89537	SAMN02386335	PAIRED	other	NCI-KHAN
SRR1712457	NCI_TARGET	fastq,run.zq,sra	Primary Solid Tumor	12031264114	TARGET: Kidney\, Clear Cell Sarcoma of the Kidney (CCSK)	gs,ncbi,s3	RNA	RNA-Seq	SRP012001	PRJNA89537	SAMN02386347	PAIRED	other	NCI-KHAN
SRR1712458	NCI_TARGET	fastq,run.zq,sra	Primary Solid Tumor	14706579744	TARGET: Kidney\, Clear Cell Sarcoma of the Kidney (CCSK)	gs,ncbi,s3	RNA	RNA-Seq	SRP012001	PRJNA89537	SAMN02386341	PAIRED	other	NCI-KHAN
SRR1712459	NCI_TARGET	fastq,run.zq,sra	Primary Solid Tumor	13295855363	TARGET: Kidney\, Clear Cell Sarcoma of the Kidney (CCSK)	gs,ncbi,s3	RNA	RNA-Seq	SRP012001	PRJNA89537	SAMN02386342	PAIRED	other	NCI-KHAN
SRR1712460	NCI_TARGET	fastq,run.zq,sra	Primary Solid Tumor	15371879517	TARGET: Kidney\, Clear Cell Sarcoma of the Kidney (CCSK)	gs,ncbi,s3	RNA	RNA-Seq	SRP012001	PRJNA89537	SAMN02386346	PAIRED	other	NCI-KHAN
SRR1712461	NCI_TARGET	fastq,run.zq,sra	Primary Solid Tumor	14587970689	TARGET: Kidney\, Clear Cell Sarcoma of the Kidney (CCSK)	gs,ncbi,s3	RNA	RNA-Seq	SRP012001	PRJNA89537	SAMN02386338	PAIRED	other	NCI-KHAN
SRR1712462	NCI_TARGET	fastq,run.zq,sra	Primary Solid Tumor	13474329023	TARGET: Kidney\, Clear Cell Sarcoma of the Kidney (CCSK)	gs,ncbi,s3	RNA	RNA-Seq	SRP012001	PRJNA89537	SAMN02386337	PAIRED	other	NCI-KHAN
SRR1712463	NCI_TARGET	fastq,run.zq,sra	Primary Solid Tumor	12450758007	TARGET: Kidney\, Clear Cell Sarcoma of the Kidney (CCSK)	gs,ncbi,s3	RNA	RNA-Seq	SRP012001	PRJNA89537	SAMN02386345	PAIRED	other	NCI-KHAN
SRR1712464	NCI_TARGET	fastq,run.zq,sra	Primary Solid Tumor	12798578877	TARGET: Kidney\, Clear Cell Sarcoma of the Kidney (CCSK)	gs,ncbi,s3	RNA	RNA-Seq	SRP012001	PRJNA89537	SAMN02386340	PAIRED	other	NCI-KHAN
SRR1712465	NCI_TARGET	fastq,run.zq,sra	Primary Solid Tumor	13503255644	TARGET: Kidney\, Clear Cell Sarcoma of the Kidney (CCSK)	gs,ncbi,s3	RNA	RNA-Seq	SRP012001	PRJNA89537	SAMN02386343	PAIRED	other	NCI-KHAN
SRR1796857	NCI_TARGET	run.zq,sra,fastq	Recurrent Blood Derived Cancer - Bone Marrow	5915993812	TARGET: Acute Myeloid Leukemia (AML)	gs,s3,ncbi	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02260507	PAIRED	cDNA	BCCAGSC
SRR1796858	NCI_TARGET	run.zq,sra,fastq	Recurrent Blood Derived Cancer - Bone Marrow	8546660260	TARGET: Acute Myeloid Leukemia (AML)	gs,s3,ncbi	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02260536	PAIRED	cDNA	BCCAGSC
SRR1796859	NCI_TARGET	run.zq,sra,fastq	Primary Blood Derived Cancer - Peripheral Blood	7825487057	TARGET: Acute Myeloid Leukemia (AML)	ncbi,gs,s3	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02443240	PAIRED	cDNA	BCCAGSC
SRR1796860	NCI_TARGET	run.zq,sra,fastq	Primary Blood Derived Cancer - Peripheral Blood	12427970555	TARGET: Acute Myeloid Leukemia (AML)	ncbi,s3,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02260532	PAIRED	cDNA	BCCAGSC
SRR1796861	NCI_TARGET	run.zq,sra,fastq	Primary Blood Derived Cancer - Bone Marrow	8583328108	TARGET: Acute Myeloid Leukemia (AML)	s3,gs,ncbi	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02260581	PAIRED	cDNA	BCCAGSC
SRR1796863	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Peripheral Blood	12089250299	TARGET: Acute Myeloid Leukemia (AML)	s3,gs,ncbi	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02260509	PAIRED	cDNA	BCCAGSC
SRR1796864	NCI_TARGET	fastq,sra,run.zq	Recurrent Blood Derived Cancer - Bone Marrow	2720508390	TARGET: Acute Myeloid Leukemia (AML)	gs,s3,ncbi	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02260614	PAIRED	cDNA	BCCAGSC
SRR1796865	NCI_TARGET	sra,fastq,run.zq	Primary Blood Derived Cancer - Bone Marrow	10237894119	TARGET: Acute Myeloid Leukemia (AML)	gs,s3,ncbi	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02260627	PAIRED	cDNA	BCCAGSC
SRR1796866	NCI_TARGET	run.zq,sra,fastq	Primary Blood Derived Cancer - Peripheral Blood	12372533505	TARGET: Acute Myeloid Leukemia (AML)	gs,s3,ncbi	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02260482	PAIRED	cDNA	BCCAGSC
SRR1796867	NCI_TARGET	run.zq,sra,fastq	Primary Blood Derived Cancer - Bone Marrow	15599923409	TARGET: Acute Myeloid Leukemia (AML)	s3,ncbi,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02260522	PAIRED	cDNA	BCCAGSC
SRR1796868	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Bone Marrow	9197780791	TARGET: Acute Myeloid Leukemia (AML)	ncbi,s3,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02260587	PAIRED	cDNA	BCCAGSC
SRR1796869	NCI_TARGET	run.zq,sra,fastq	Primary Blood Derived Cancer - Bone Marrow	8119666917	TARGET: Acute Myeloid Leukemia (AML)	gs,s3,ncbi	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778032	PAIRED	cDNA	BCCAGSC
SRR1796870	NCI_TARGET	run.zq,fastq,sra	Primary Blood Derived Cancer - Peripheral Blood	12433179169	TARGET: Acute Myeloid Leukemia (AML)	s3,gs,ncbi	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02260574	PAIRED	cDNA	BCCAGSC
SRR1796871	NCI_TARGET	fastq,sra,run.zq	Primary Blood Derived Cancer - Bone Marrow	12853181126	TARGET: Acute Myeloid Leukemia (AML)	ncbi,gs,s3	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02443106	PAIRED	cDNA	BCCAGSC
SRR1796873	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Bone Marrow	9236057399	TARGET: Acute Myeloid Leukemia (AML)	ncbi,gs,s3	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02260508	PAIRED	cDNA	BCCAGSC
SRR1796874	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Bone Marrow	9009515997	TARGET: Acute Myeloid Leukemia (AML)	s3,ncbi,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02260565	PAIRED	cDNA	BCCAGSC
SRR1796875	NCI_TARGET	run.zq,sra,fastq	Primary Blood Derived Cancer - Bone Marrow	11483907939	TARGET: Acute Myeloid Leukemia (AML)	s3,gs,ncbi	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02443124	PAIRED	cDNA	BCCAGSC
SRR1796876	NCI_TARGET	run.zq,fastq,sra	Primary Blood Derived Cancer - Peripheral Blood	11268398027	TARGET: Acute Myeloid Leukemia (AML)	gs,s3,ncbi	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02260601	PAIRED	cDNA	BCCAGSC
SRR1796877	NCI_TARGET	run.zq,sra,fastq	Primary Blood Derived Cancer - Peripheral Blood	9134928707	TARGET: Acute Myeloid Leukemia (AML)	gs,ncbi,s3	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02260456	PAIRED	cDNA	BCCAGSC
SRR1796879	NCI_TARGET	run.zq,fastq,sra	Primary Blood Derived Cancer - Bone Marrow	9822872986	TARGET: Acute Myeloid Leukemia (AML)	s3,gs,ncbi	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02047528	PAIRED	cDNA	BCCAGSC
SRR1796880	NCI_TARGET	run.zq,fastq,sra	Primary Blood Derived Cancer - Bone Marrow	7617242787	TARGET: Acute Myeloid Leukemia (AML)	s3,ncbi,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02443197	PAIRED	cDNA	BCCAGSC
SRR1796881	NCI_TARGET	run.zq,sra,fastq	Primary Blood Derived Cancer - Bone Marrow	10540643608	TARGET: Acute Myeloid Leukemia (AML)	gs,ncbi,s3	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02260518	PAIRED	cDNA	BCCAGSC
SRR1796882	NCI_TARGET	fastq,run.zq,sra	Recurrent Blood Derived Cancer - Bone Marrow	12942176905	TARGET: Acute Myeloid Leukemia (AML)	s3,gs,ncbi	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02260506	PAIRED	cDNA	BCCAGSC
SRR1796883	NCI_TARGET	run.zq,sra,fastq	Primary Blood Derived Cancer - Bone Marrow	11085542613	TARGET: Acute Myeloid Leukemia (AML)	ncbi,s3,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02260609	PAIRED	cDNA	BCCAGSC
SRR1796890	NCI_TARGET	sra,run.zq,fastq	Recurrent Blood Derived Cancer - Bone Marrow	14602855472	TARGET: Acute Myeloid Leukemia (AML)	ncbi,gs,s3	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02260454	PAIRED	cDNA	BCCAGSC
SRR1796891	NCI_TARGET	run.zq,fastq,sra	Primary Blood Derived Cancer - Peripheral Blood	10967906404	TARGET: Acute Myeloid Leukemia (AML)	ncbi,s3,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02443093	PAIRED	cDNA	BCCAGSC
SRR1796893	NCI_TARGET	run.zq,sra,fastq	Primary Blood Derived Cancer - Bone Marrow	10506788934	TARGET: Acute Myeloid Leukemia (AML)	ncbi,s3,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02443325	PAIRED	cDNA	BCCAGSC
SRR1796894	NCI_TARGET	run.zq,sra,fastq	Primary Blood Derived Cancer - Bone Marrow	15072387316	TARGET: Acute Myeloid Leukemia (AML)	s3,ncbi,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02443001	PAIRED	cDNA	BCCAGSC
SRR1796895	NCI_TARGET	fastq,sra,run.zq	Primary Blood Derived Cancer - Bone Marrow	10103189226	TARGET: Acute Myeloid Leukemia (AML)	s3,gs,ncbi	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02260599	PAIRED	cDNA	BCCAGSC
SRR1796896	NCI_TARGET	sra,fastq,run.zq	Primary Blood Derived Cancer - Bone Marrow	14395695637	TARGET: Acute Myeloid Leukemia (AML)	s3,gs,ncbi	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02260611	PAIRED	cDNA	BCCAGSC
SRR1796897	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Peripheral Blood	11687569017	TARGET: Acute Myeloid Leukemia (AML)	s3,ncbi,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02260586	PAIRED	cDNA	BCCAGSC
SRR1796898	NCI_TARGET	run.zq,sra,fastq	Primary Blood Derived Cancer - Bone Marrow	11100950415	TARGET: Acute Myeloid Leukemia (AML)	s3,ncbi,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02260463	PAIRED	cDNA	BCCAGSC
SRR1796899	NCI_TARGET	sra,fastq,run.zq	Primary Blood Derived Cancer - Bone Marrow	14308393053	TARGET: Acute Myeloid Leukemia (AML)	s3,ncbi,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02260459	PAIRED	cDNA	BCCAGSC
SRR1796900	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Bone Marrow	8827893002	TARGET: Acute Myeloid Leukemia (AML)	gs,s3,ncbi	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02260647	PAIRED	cDNA	BCCAGSC
SRR1796901	NCI_TARGET	sra,run.zq,fastq	Primary Blood Derived Cancer - Bone Marrow	14497960508	TARGET: Acute Myeloid Leukemia (AML)	ncbi,gs,s3	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02443402	PAIRED	cDNA	BCCAGSC
SRR1796902	NCI_TARGET	run.zq,fastq,sra	Primary Blood Derived Cancer - Bone Marrow	10390434627	TARGET: Acute Myeloid Leukemia (AML)	ncbi,s3,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02260636	PAIRED	cDNA	BCCAGSC
SRR1796903	NCI_TARGET	fastq,sra,run.zq	Primary Blood Derived Cancer - Bone Marrow	13375497054	TARGET: Acute Myeloid Leukemia (AML)	s3,ncbi,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02260480	PAIRED	cDNA	BCCAGSC
SRR1796904	NCI_TARGET	sra,fastq,run.zq	Recurrent Blood Derived Cancer - Bone Marrow	19293393510	TARGET: Acute Myeloid Leukemia (AML)	gs,s3,ncbi	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02260585	PAIRED	cDNA	BCCAGSC
SRR1796905	NCI_TARGET	fastq,sra,run.zq	Recurrent Blood Derived Cancer - Bone Marrow	11981653656	TARGET: Acute Myeloid Leukemia (AML)	ncbi,gs,s3	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02260657	PAIRED	cDNA	BCCAGSC
SRR1796906	NCI_TARGET	run.zq,sra,fastq	Primary Blood Derived Cancer - Bone Marrow	7679532772	TARGET: Acute Myeloid Leukemia (AML)	gs,ncbi,s3	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02260458	PAIRED	cDNA	BCCAGSC
SRR1796907	NCI_TARGET	run.zq,sra,fastq	Primary Blood Derived Cancer - Bone Marrow	8440914647	TARGET: Acute Myeloid Leukemia (AML)	gs,s3,ncbi	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02047530	PAIRED	cDNA	BCCAGSC
SRR1796908	NCI_TARGET	run.zq,fastq,sra	Recurrent Blood Derived Cancer - Bone Marrow	8193714431	TARGET: Acute Myeloid Leukemia (AML)	s3,gs,ncbi	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02260492	PAIRED	cDNA	BCCAGSC
SRR1796909	NCI_TARGET	fastq,sra,run.zq	Primary Blood Derived Cancer - Peripheral Blood	11699586205	TARGET: Acute Myeloid Leukemia (AML)	ncbi,gs,s3	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02260664	PAIRED	cDNA	BCCAGSC
SRR1796911	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Peripheral Blood	13228515106	TARGET: Acute Myeloid Leukemia (AML)	s3,ncbi,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02260661	PAIRED	cDNA	BCCAGSC
SRR1796912	NCI_TARGET	sra,fastq,run.zq	Primary Blood Derived Cancer - Bone Marrow	9365696298	TARGET: Acute Myeloid Leukemia (AML)	ncbi,s3,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02443026	PAIRED	cDNA	BCCAGSC
SRR1796913	NCI_TARGET	run.zq,fastq,sra	Recurrent Blood Derived Cancer - Bone Marrow	12247660316	TARGET: Acute Myeloid Leukemia (AML)	gs,s3,ncbi	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02443233	PAIRED	cDNA	BCCAGSC
